frame_path,video_name,label,split,frame_index,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,nose_x,nose_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_knee_angle,right_knee_angle,left_elbow_angle,right_elbow_angle,left_hip_angle,right_hip_angle,left_body_line,right_body_line,torso_angle,left_knee_bend,right_knee_bend,head_drop,left_shoulder_shrug,right_shoulder_shrug,left_shoulder_angle,right_shoulder_angle,form_label
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0000.jpg,v_BodyWeightSquats_g08_c01,squats,train,0,0.528489,0.404397,0.424737,0.412104,0.515416,0.509835,0.399736,0.531771,0.515981,0.603481,0.388301,0.647663,0.505091,0.62976,0.442951,0.628541,0.505626,0.812966,0.435611,0.809188,0.504804,0.927992,0.418064,0.92653,0.498673,0.326496,0.497684,0.314941,0.465681,0.317969,179.42054954935563,173.82166631813797,172.5859826352528,173.83415204248718,173.90513789582607,172.86281211386694,174.12763784863935,170.41555896873658,174.0723388382934,0.0008219999999999894,0.017547000000000035,-0.077901,-0.08945599999999998,-0.09413500000000002,1.14167032129718,16.610975567712284,bad
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0001.jpg,v_BodyWeightSquats_g08_c01,squats,train,1,0.528103,0.40751,0.424547,0.420778,0.514673,0.51461,0.403981,0.547742,0.50999,0.601804,0.399292,0.657872,0.508474,0.634632,0.44764,0.63452,0.511004,0.811594,0.434149,0.807496,0.517147,0.928016,0.416375,0.922343,0.500553,0.326977,0.499576,0.315802,0.466165,0.318454,177.7979638893649,175.6618547833575,175.92602248434477,173.2366467119244,174.24125633319267,169.37384790858331,173.36713592942252,167.63406523174464,175.06019997974892,-0.0061430000000000096,0.017774000000000012,-0.08053299999999997,-0.09170799999999996,-0.10232399999999997,2.20849652987084,15.367496338165948,bad
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0002.jpg,v_BodyWeightSquats_g08_c01,squats,train,2,0.528068,0.408499,0.424839,0.423925,0.514748,0.524563,0.404192,0.559146,0.518775,0.626625,0.405584,0.67101,0.509369,0.637182,0.446552,0.635716,0.511068,0.819366,0.432972,0.819426,0.510662,0.935682,0.418779,0.929287,0.499821,0.333189,0.496405,0.320375,0.465328,0.323211,179.26359405978374,176.86585231848667,171.19331054105777,170.60535644020038,174.79096597637724,169.91869114702658,175.07714486852245,168.7420639526622,175.32512079842076,0.00040600000000001746,0.014193000000000011,-0.07530999999999999,-0.08812399999999998,-0.10071399999999997,1.872945830727856,14.535122468186426,bad
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0003.jpg,v_BodyWeightSquats_g08_c01,squats,train,3,0.527151,0.406613,0.425935,0.42108,0.516551,0.514546,0.406184,0.553437,0.520799,0.615728,0.403445,0.668346,0.509421,0.635411,0.44826,0.634942,0.510199,0.814421,0.434417,0.812153,0.511719,0.93528,0.416944,0.929215,0.498956,0.325757,0.498514,0.314817,0.464175,0.316985,179.5252561226194,175.9768033999888,171.98657077531178,172.8778151587498,175.31971108286916,169.57376955094853,175.12972803220566,167.96599938137706,175.56857237227436,-0.0015200000000000768,0.017473000000000016,-0.08085599999999998,-0.09179599999999999,-0.104095,1.178992399849471,14.446929250378576,bad
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0004.jpg,v_BodyWeightSquats_g08_c01,squats,train,4,0.528873,0.404005,0.428409,0.419315,0.518397,0.510926,0.407342,0.550492,0.521263,0.591901,0.403847,0.6649,0.508845,0.637135,0.447585,0.636975,0.511105,0.81286,0.431903,0.814556,0.514476,0.935296,0.41461,0.930649,0.502801,0.319948,0.499017,0.310397,0.467589,0.312214,179.15791566474755,176.57380652174322,172.3765328419119,172.62568644728714,174.35284273195228,169.91847667794556,174.00779978717796,168.55857070585924,175.0895392724537,-0.003371000000000013,0.017293000000000003,-0.08405699999999999,-0.09360800000000002,-0.107101,0.6876412819759492,14.15865953955091,bad
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0005.jpg,v_BodyWeightSquats_g08_c01,squats,train,5,0.531123,0.403007,0.430213,0.417067,0.520155,0.511747,0.409904,0.548407,0.524934,0.612224,0.406293,0.661855,0.510961,0.635513,0.450196,0.635751,0.512246,0.815075,0.434414,0.812354,0.515529,0.931442,0.414142,0.929454,0.507501,0.317139,0.500434,0.307886,0.472454,0.309237,178.7926911089676,175.2847717059213,171.51690880108916,173.03278781138314,174.63377015354922,169.67218977125478,174.15949839377194,167.78043566449716,175.04365153495675,-0.003283000000000036,0.020272000000000012,-0.085868,-0.09512100000000001,-0.10783000000000004,0.8051623520087903,14.011162392185142,bad
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0006.jpg,v_BodyWeightSquats_g08_c01,squats,train,6,0.531028,0.399562,0.435072,0.413285,0.523078,0.514009,0.414406,0.550735,0.526012,0.612408,0.411056,0.668705,0.51127,0.63387,0.450967,0.634844,0.511962,0.815125,0.431947,0.820608,0.524665,0.940863,0.413338,0.93517,0.511218,0.310416,0.500425,0.301719,0.474811,0.303726,174.4496092263675,176.61926259954927,174.31794858990085,173.07576952743975,174.96104515693656,170.05043281170805,172.6814828465437,168.75490290534728,175.17965290630903,-0.01270300000000002,0.018609000000000042,-0.08914599999999995,-0.09784299999999996,-0.10955900000000002,0.8478568538986664,12.65408078970652,bad
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0007.jpg,v_BodyWeightSquats_g08_c01,squats,train,7,0.532808,0.392342,0.434478,0.407222,0.534465,0.514613,0.41901,0.542998,0.54659,0.628954,0.41583,0.66536,0.512314,0.627132,0.450853,0.628555,0.512976,0.811315,0.435735,0.801154,0.524807,0.943353,0.412505,0.934541,0.513839,0.307255,0.501075,0.298467,0.479586,0.298968,175.08546192986594,175.12623612666317,174.72281259013386,174.98902033158333,174.80541495189206,170.76289258224202,172.74901621376966,168.62531583248835,175.01121617963616,-0.011831000000000036,0.023229999999999973,-0.08508700000000002,-0.09387500000000004,-0.10825399999999996,5.765119332078734,10.730618835682332,bad
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0008.jpg,v_BodyWeightSquats_g08_c01,squats,train,8,0.537462,0.391552,0.437875,0.404138,0.551109,0.507689,0.431671,0.543667,0.568126,0.609021,0.433399,0.667434,0.508337,0.616321,0.448066,0.613937,0.515006,0.795805,0.438165,0.77857,0.516885,0.923388,0.41202,0.918452,0.515535,0.299845,0.503562,0.289741,0.479313,0.291478,178.71472478837322,172.8545593066117,177.16809130383,176.65362211103093,170.48887899349424,173.77727499648094,171.02227987122862,170.46819353073673,172.6167005035236,-0.001879000000000075,0.02614500000000003,-0.09170700000000004,-0.10181099999999998,-0.11265999999999998,14.085155593399426,5.327085239305634,bad
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0009.jpg,v_BodyWeightSquats_g08_c01,squats,train,9,0.539939,0.38356,0.440575,0.38679,0.572991,0.503782,0.449182,0.527671,0.61584,0.614439,0.467006,0.663571,0.509034,0.617276,0.44575,0.614331,0.517208,0.783442,0.436321,0.795033,0.517336,0.920166,0.408809,0.944509,0.512245,0.292262,0.504828,0.283771,0.478261,0.281432,177.2369070977435,172.55788690890435,174.2042814788326,176.02366942387755,169.65101022570863,175.7099772055031,170.897207399624,172.313259360502,172.46711723793538,-0.000128000000000017,0.027512000000000036,-0.09129799999999999,-0.09978900000000002,-0.10535800000000001,22.904986442549895,2.1936930795128293,bad
